,seqno,send.timestamp,receive.timestamp,gtp.out.timestamp,gtp.out.length,gtp.out.sn,sdap.sdu.timestamp,sdap.sdu.length,pdcp.decoded.timestamp,pdcp.decoded.length,rlc.reassembled.0.rlc.reassembled.MRbuf,rlc.reassembled.0.rlc.reassembled.timestamp,rlc.reassembled.0.rlc.reassembled.length,rlc.reassembled.0.rlc.decoded.lcid,rlc.reassembled.0.rlc.decoded.hqpid,rlc.reassembled.0.rlc.decoded.frame,rlc.reassembled.0.rlc.decoded.slot,rlc.reassembled.0.rlc.decoded.timestamp,rlc.reassembled.0.rlc.decoded.length,rlc.reassembled.0.mac.demuxed.frame,rlc.reassembled.0.mac.demuxed.slot,rlc.reassembled.0.mac.demuxed.ldpciter,rlc.reassembled.0.mac.demuxed.mcs,rlc.reassembled.0.mac.demuxed.hqpid,rlc.reassembled.0.mac.demuxed.hqround,rlc.reassembled.0.mac.demuxed.timestamp,rlc.reassembled.0.mac.demuxed.length,rlc.reassembled.0.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.1.rlc.reassembled.MRbuf,rlc.reassembled.1.rlc.reassembled.timestamp,rlc.reassembled.1.rlc.reassembled.length,rlc.reassembled.1.rlc.decoded.lcid,rlc.reassembled.1.rlc.decoded.hqpid,rlc.reassembled.1.rlc.decoded.frame,rlc.reassembled.1.rlc.decoded.slot,rlc.reassembled.1.rlc.decoded.timestamp,rlc.reassembled.1.rlc.decoded.length,rlc.reassembled.1.mac.demuxed.frame,rlc.reassembled.1.mac.demuxed.slot,rlc.reassembled.1.mac.demuxed.ldpciter,rlc.reassembled.1.mac.demuxed.mcs,rlc.reassembled.1.mac.demuxed.hqpid,rlc.reassembled.1.mac.demuxed.hqround,rlc.reassembled.1.mac.demuxed.timestamp,rlc.reassembled.1.mac.demuxed.length,rlc.reassembled.1.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.2.rlc.reassembled.MRbuf,rlc.reassembled.2.rlc.reassembled.timestamp,rlc.reassembled.2.rlc.reassembled.length,rlc.reassembled.2.rlc.decoded.lcid,rlc.reassembled.2.rlc.decoded.hqpid,rlc.reassembled.2.rlc.decoded.frame,rlc.reassembled.2.rlc.decoded.slot,rlc.reassembled.2.rlc.decoded.timestamp,rlc.reassembled.2.rlc.decoded.length,rlc.reassembled.2.mac.demuxed.frame,rlc.reassembled.2.mac.demuxed.slot,rlc.reassembled.2.mac.demuxed.ldpciter,rlc.reassembled.2.mac.demuxed.mcs,rlc.reassembled.2.mac.demuxed.hqpid,rlc.reassembled.2.mac.demuxed.hqround,rlc.reassembled.2.mac.demuxed.timestamp,rlc.reassembled.2.mac.demuxed.length,rlc.reassembled.2.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.2.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.2.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.2.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.2.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.3.rlc.reassembled.MRbuf,rlc.reassembled.3.rlc.reassembled.timestamp,rlc.reassembled.3.rlc.reassembled.length,rlc.reassembled.3.rlc.decoded.lcid,rlc.reassembled.3.rlc.decoded.hqpid,rlc.reassembled.3.rlc.decoded.frame,rlc.reassembled.3.rlc.decoded.slot,rlc.reassembled.3.rlc.decoded.timestamp,rlc.reassembled.3.rlc.decoded.length,rlc.reassembled.3.mac.demuxed.frame,rlc.reassembled.3.mac.demuxed.slot,rlc.reassembled.3.mac.demuxed.ldpciter,rlc.reassembled.3.mac.demuxed.mcs,rlc.reassembled.3.mac.demuxed.hqpid,rlc.reassembled.3.mac.demuxed.hqround,rlc.reassembled.3.mac.demuxed.timestamp,rlc.reassembled.3.mac.demuxed.length,rlc.reassembled.3.mac.demuxed.mac.decoded.0.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.0.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.0.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.0.hqround,rlc.reassembled.3.mac.demuxed.mac.decoded.1.timestamp,rlc.reassembled.3.mac.demuxed.mac.decoded.1.frame,rlc.reassembled.3.mac.demuxed.mac.decoded.1.slot,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqpid,rlc.reassembled.3.mac.demuxed.mac.decoded.1.hqround,rlc.reassembled.0.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.0.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.0.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.0.mac.demuxed.mac.decoded.2.hqround,rlc.reassembled.1.mac.demuxed.mac.decoded.2.timestamp,rlc.reassembled.1.mac.demuxed.mac.decoded.2.frame,rlc.reassembled.1.mac.demuxed.mac.decoded.2.slot,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqpid,rlc.reassembled.1.mac.demuxed.mac.decoded.2.hqround
432,431,1722015969.1116445,1722015969.1265323,1722015969.126487,128,432,1722015969.126482,128,1722015969.126475,131,1931185666,1722015969.126475,95,4,6,868,7,1722015969.126475,100,868,7,4,17,6,0,1722015969.126474,132,1722015969.126384,868,7,6,0,1931185666,1722015969.121384,36,4,6,868,7,1722015969.126475,100,868,7,4,17,6,0,1722015969.126474,132,1722015969.126384,868,7,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,432,1722015969.13178,1722015969.1514933,1722015969.151451,128,433,1722015969.151448,128,1722015969.151443,131,1931185666,1722015969.151443,95,4,7,870,17,1722015969.151442,100,870,17,3,17,7,1,1722015969.151442,132,1722015969.151327,870,17,7,1,1931185666,1722015969.141451,36,4,7,870,17,1722015969.151442,100,870,17,3,17,7,1,1722015969.151442,132,1722015969.151327,870,17,7,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.146356,870,7,7,0,1722015969.146356,870,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,433,1722015969.151914,1722015969.1664724,1722015969.166439,128,434,1722015969.166436,128,1722015969.166431,131,1931185666,1722015969.166431,95,4,10,872,7,1722015969.166431,100,872,7,7,17,10,0,1722015969.16643,132,1722015969.166327,872,7,10,0,1931185666,1722015969.16142,36,4,10,872,7,1722015969.166431,100,872,7,7,17,10,0,1722015969.16643,132,1722015969.166327,872,7,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,434,1722015969.172047,1722015969.1864636,1722015969.186427,128,435,1722015969.186424,128,1722015969.186419,131,1931185666,1722015969.186419,95,4,12,874,7,1722015969.186418,100,874,7,5,17,12,0,1722015969.186418,132,1722015969.18634,874,7,12,0,1931185666,1722015969.181399,36,4,12,874,7,1722015969.186418,100,874,7,5,17,12,0,1722015969.186418,132,1722015969.18634,874,7,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,435,1722015969.1921787,1722015969.2114992,1722015969.211467,128,436,1722015969.211464,128,1722015969.211459,131,1931185666,1722015969.211459,95,4,15,876,17,1722015969.211459,100,876,17,3,17,15,1,1722015969.211458,132,1722015969.211357,876,17,15,1,1931185666,1722015969.201383,36,4,15,876,17,1722015969.211459,100,876,17,3,17,15,1,1722015969.211458,132,1722015969.211357,876,17,15,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.206363,876,7,15,0,1722015969.206363,876,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,436,1722015969.2123137,1722015969.2264676,1722015969.226435,128,437,1722015969.226433,128,1722015969.226428,131,1931185666,1722015969.226427,95,4,0,878,7,1722015969.226427,100,878,7,5,17,0,0,1722015969.226427,132,1722015969.226349,878,7,0,0,1931185666,1722015969.22144,36,4,0,878,7,1722015969.226427,100,878,7,5,17,0,0,1722015969.226427,132,1722015969.226349,878,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,437,1722015969.2324467,1722015969.2614808,1722015969.261439,128,438,1722015969.261436,128,1722015969.261428,131,1931185666,1722015969.261428,95,4,2,881,17,1722015969.261427,100,881,17,6,17,2,0,1722015969.261427,132,1722015969.261338,881,17,2,0,1931185666,1722015969.256374,36,4,2,881,17,1722015969.261427,100,881,17,6,17,2,0,1722015969.261427,132,1722015969.261338,881,17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,438,1722015969.2525797,1722015969.266482,1722015969.266445,128,439,1722015969.266443,128,1722015969.266437,131,1931185666,1722015969.266437,120,4,3,882,7,1722015969.266436,125,882,7,6,17,3,0,1722015969.266436,165,1722015969.266323,882,7,3,0,1931185768,1722015969.261433,11,4,2,881,17,1722015969.261433,14,881,17,6,17,2,0,1722015969.261427,132,1722015969.261338,881,17,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,439,1722015969.2716582,1722015969.2865272,1722015969.286496,128,440,1722015969.286493,128,1722015969.286488,131,1931185666,1722015969.286488,95,4,5,884,7,1722015969.286488,100,884,7,8,17,5,0,1722015969.286487,132,1722015969.286388,884,7,5,0,1931185666,1722015969.28137,36,4,5,884,7,1722015969.286488,100,884,7,8,17,5,0,1722015969.286487,132,1722015969.286388,884,7,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,440,1722015969.2917948,1722015969.3065083,1722015969.306475,128,441,1722015969.306472,128,1722015969.306466,131,1931185666,1722015969.306466,95,4,8,886,7,1722015969.306466,100,886,7,7,17,8,0,1722015969.306465,132,1722015969.306355,886,7,8,0,1931185666,1722015969.301442,36,4,8,886,7,1722015969.306466,100,886,7,7,17,8,0,1722015969.306465,132,1722015969.306355,886,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,441,1722015969.3119278,1722015969.3264642,1722015969.326434,128,442,1722015969.326432,128,1722015969.326427,131,1931185666,1722015969.326426,95,4,9,888,7,1722015969.326426,100,888,7,4,17,9,0,1722015969.326425,132,1722015969.326353,888,7,9,0,1931185666,1722015969.321414,36,4,9,888,7,1722015969.326426,100,888,7,4,17,9,0,1722015969.326425,132,1722015969.326353,888,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,442,1722015969.3320615,1722015969.3464608,1722015969.346424,128,443,1722015969.346422,128,1722015969.346416,131,1931185666,1722015969.346416,95,4,11,890,7,1722015969.346415,100,890,7,4,17,11,0,1722015969.346415,132,1722015969.346322,890,7,11,0,1931185666,1722015969.341415,36,4,11,890,7,1722015969.346415,100,890,7,4,17,11,0,1722015969.346415,132,1722015969.346322,890,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,443,1722015969.352194,1722015969.3665013,1722015969.36647,128,444,1722015969.366467,128,1722015969.366462,131,1931185666,1722015969.366461,95,4,13,892,7,1722015969.366461,100,892,7,4,17,13,0,1722015969.36646,132,1722015969.366378,892,7,13,0,1931185666,1722015969.361378,36,4,13,892,7,1722015969.366461,100,892,7,4,17,13,0,1722015969.36646,132,1722015969.366378,892,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,444,1722015969.3723283,1722015969.3865047,1722015969.386468,128,445,1722015969.386465,128,1722015969.386459,131,1931185666,1722015969.386459,95,4,14,894,7,1722015969.386458,100,894,7,8,17,14,0,1722015969.386457,132,1722015969.386354,894,7,14,0,1931185666,1722015969.381438,36,4,14,894,7,1722015969.386458,100,894,7,8,17,14,0,1722015969.386457,132,1722015969.386354,894,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,445,1722015969.3924198,1722015969.4114542,1722015969.411419,128,446,1722015969.411416,128,1722015969.411411,131,1931185666,1722015969.411411,95,4,1,896,17,1722015969.41141,100,896,17,4,17,1,0,1722015969.411409,132,1722015969.411337,896,17,1,0,1931185666,1722015969.40639,36,4,1,896,17,1722015969.41141,100,896,17,4,17,1,0,1722015969.411409,132,1722015969.411337,896,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,446,1722015969.4125035,1722015969.436496,1722015969.436461,128,447,1722015969.436459,128,1722015969.436453,131,1931185666,1722015969.436453,95,4,3,899,7,1722015969.436452,100,899,7,3,17,3,1,1722015969.436452,132,1722015969.436344,899,7,3,1,1931185666,1722015969.426382,36,4,3,899,7,1722015969.436452,100,899,7,3,17,3,1,1722015969.436452,132,1722015969.436344,899,7,3,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.431299,898,17,3,0,1722015969.431299,898,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,447,1722015969.4326355,1722015969.4514704,1722015969.451437,128,448,1722015969.451435,128,1722015969.451429,131,1931185666,1722015969.451429,95,4,5,900,17,1722015969.451429,100,900,17,6,17,5,0,1722015969.451428,132,1722015969.45135,900,17,5,0,1931185666,1722015969.446375,36,4,5,900,17,1722015969.451429,100,900,17,6,17,5,0,1722015969.451428,132,1722015969.45135,900,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,448,1722015969.4517028,1722015969.4664927,1722015969.46646,128,449,1722015969.466458,128,1722015969.466452,131,1931185666,1722015969.466452,95,4,8,902,7,1722015969.466452,100,902,7,7,17,8,0,1722015969.466451,132,1722015969.466359,902,7,8,0,1931185666,1722015969.461443,36,4,8,902,7,1722015969.466452,100,902,7,7,17,8,0,1722015969.466451,132,1722015969.466359,902,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,449,1722015969.4718323,1722015969.4864852,1722015969.486452,128,450,1722015969.486449,128,1722015969.486444,131,1931185666,1722015969.486444,95,4,9,904,7,1722015969.486443,100,904,7,8,17,9,0,1722015969.486443,132,1722015969.486341,904,7,9,0,1931185666,1722015969.481425,36,4,9,904,7,1722015969.486443,100,904,7,8,17,9,0,1722015969.486443,132,1722015969.486341,904,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,450,1722015969.4919527,1722015969.5064583,1722015969.506424,128,451,1722015969.506422,128,1722015969.506417,131,1931185666,1722015969.506416,95,4,11,906,7,1722015969.506416,100,906,7,6,17,11,0,1722015969.506415,132,1722015969.506324,906,7,11,0,1931185666,1722015969.501407,36,4,11,906,7,1722015969.506416,100,906,7,6,17,11,0,1722015969.506415,132,1722015969.506324,906,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,451,1722015969.5120938,1722015969.5264313,1722015969.526398,128,452,1722015969.526396,128,1722015969.526391,131,1931185666,1722015969.526391,95,4,13,908,7,1722015969.52639,100,908,7,5,17,13,0,1722015969.526389,132,1722015969.526313,908,7,13,0,1931185666,1722015969.521387,36,4,13,908,7,1722015969.52639,100,908,7,5,17,13,0,1722015969.526389,132,1722015969.526313,908,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,452,1722015969.5322235,1722015969.5464761,1722015969.546446,128,453,1722015969.546444,128,1722015969.546438,131,1931185666,1722015969.546438,95,4,14,910,7,1722015969.546438,100,910,7,5,17,14,0,1722015969.546437,132,1722015969.546354,910,7,14,0,1931185666,1722015969.541434,36,4,14,910,7,1722015969.546438,100,910,7,5,17,14,0,1722015969.546437,132,1722015969.546354,910,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,453,1722015969.5523562,1722015969.576447,1722015969.576412,128,454,1722015969.576409,128,1722015969.576403,131,1931185666,1722015969.576403,95,4,1,913,7,1722015969.576403,100,913,7,3,17,1,1,1722015969.576402,132,1722015969.576305,913,7,1,1,1931185666,1722015969.566404,36,4,1,913,7,1722015969.576403,100,913,7,3,17,1,1,1722015969.576402,132,1722015969.576305,913,7,1,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.571327,912,17,1,0,1722015969.571327,912,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,454,1722015969.5724895,1722015969.5964346,1722015969.596402,128,455,1722015969.5964,128,1722015969.596394,131,1931185666,1722015969.596394,95,4,3,915,7,1722015969.596394,100,915,7,3,17,3,1,1722015969.596393,132,1722015969.596288,915,7,3,1,1931185666,1722015969.586381,36,4,3,915,7,1722015969.596394,100,915,7,3,17,3,1,1722015969.596393,132,1722015969.596288,915,7,3,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.591317,914,17,3,0,1722015969.591317,914,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,455,1722015969.5926228,1722015969.6164787,1722015969.616438,128,456,1722015969.616435,128,1722015969.61643,131,1931185666,1722015969.616429,95,4,5,917,7,1722015969.616429,100,917,7,3,17,5,1,1722015969.616428,132,1722015969.616334,917,7,5,1,1931185666,1722015969.60638,36,4,5,917,7,1722015969.616429,100,917,7,3,17,5,1,1722015969.616428,132,1722015969.616334,917,7,5,1,,,,,,,,,,,,,,,,,,,,,,,1722015969.611363,916,17,5,0,1722015969.611363,916,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,456,1722015969.6117055,1722015969.6264887,1722015969.626457,128,457,1722015969.626455,128,1722015969.62645,131,1931185666,1722015969.626449,95,4,8,918,7,1722015969.626449,100,918,7,6,17,8,0,1722015969.626448,132,1722015969.626361,918,7,8,0,1931185666,1722015969.621394,36,4,8,918,7,1722015969.626449,100,918,7,6,17,8,0,1722015969.626448,132,1722015969.626361,918,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,457,1722015969.631839,1722015969.6464808,1722015969.646449,128,458,1722015969.646446,128,1722015969.646441,131,1931185666,1722015969.646441,95,4,9,920,7,1722015969.646441,100,920,7,5,17,9,0,1722015969.64644,132,1722015969.646359,920,7,9,0,1931185666,1722015969.641422,36,4,9,920,7,1722015969.646441,100,920,7,5,17,9,0,1722015969.64644,132,1722015969.646359,920,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,458,1722015969.6519716,1722015969.6714406,1722015969.671406,128,459,1722015969.671404,128,1722015969.671398,131,1931185666,1722015969.671398,95,4,11,922,17,1722015969.671398,100,922,17,5,17,11,0,1722015969.671397,132,1722015969.67132,922,17,11,0,1931185666,1722015969.666421,36,4,11,922,17,1722015969.671398,100,922,17,5,17,11,0,1722015969.671397,132,1722015969.67132,922,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,459,1722015969.6721053,1722015969.68643,1722015969.686399,128,460,1722015969.686396,128,1722015969.686391,131,1931185666,1722015969.686391,95,4,13,924,7,1722015969.686391,100,924,7,5,17,13,0,1722015969.68639,132,1722015969.686316,924,7,13,0,1931185666,1722015969.681376,36,4,13,924,7,1722015969.686391,100,924,7,5,17,13,0,1722015969.68639,132,1722015969.686316,924,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,460,1722015969.692244,1722015969.706493,1722015969.70646,128,461,1722015969.706457,128,1722015969.706452,131,1931185666,1722015969.706452,95,4,14,926,7,1722015969.706451,100,926,7,5,17,14,0,1722015969.706451,132,1722015969.706371,926,7,14,0,1931185666,1722015969.701409,36,4,14,926,7,1722015969.706451,100,926,7,5,17,14,0,1722015969.706451,132,1722015969.706371,926,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,461,1722015969.7123756,1722015969.7314637,1722015969.731429,128,462,1722015969.731427,128,1722015969.731421,131,1931185666,1722015969.731421,95,4,1,928,17,1722015969.731421,100,928,17,6,17,1,0,1722015969.73142,132,1722015969.731328,928,17,1,0,1931185666,1722015969.726415,36,4,1,928,17,1722015969.731421,100,928,17,6,17,1,0,1722015969.73142,132,1722015969.731328,928,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,462,1722015969.7325075,1722015969.7514226,1722015969.751386,128,463,1722015969.751384,128,1722015969.751379,131,1931185666,1722015969.751379,95,4,3,930,17,1722015969.751378,100,930,17,4,17,3,0,1722015969.751378,132,1722015969.751311,930,17,3,0,1931185666,1722015969.746384,36,4,3,930,17,1722015969.751378,100,930,17,4,17,3,0,1722015969.751378,132,1722015969.751311,930,17,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,463,1722015969.7526343,1722015969.7714477,1722015969.771416,128,464,1722015969.771413,128,1722015969.771408,131,1931185666,1722015969.771408,95,4,5,932,17,1722015969.771407,100,932,17,8,17,5,0,1722015969.771406,132,1722015969.771305,932,17,5,0,1931185666,1722015969.766394,36,4,5,932,17,1722015969.771407,100,932,17,8,17,5,0,1722015969.771406,132,1722015969.771305,932,17,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,464,1722015969.7717152,1722015969.7865095,1722015969.786478,128,465,1722015969.786475,128,1722015969.78647,131,1931185666,1722015969.78647,95,4,8,934,7,1722015969.786469,100,934,7,6,17,8,0,1722015969.786469,132,1722015969.786382,934,7,8,0,1931185666,1722015969.781378,36,4,8,934,7,1722015969.786469,100,934,7,6,17,8,0,1722015969.786469,132,1722015969.786382,934,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,465,1722015969.79185,1722015969.8065004,1722015969.806467,128,466,1722015969.806463,128,1722015969.806457,131,1931185666,1722015969.806456,95,4,9,936,7,1722015969.806456,100,936,7,5,17,9,0,1722015969.806455,132,1722015969.806353,936,7,9,0,1931185666,1722015969.801427,36,4,9,936,7,1722015969.806456,100,936,7,5,17,9,0,1722015969.806455,132,1722015969.806353,936,7,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,466,1722015969.8119845,1722015969.8264704,1722015969.826437,128,467,1722015969.826434,128,1722015969.826428,131,1931185666,1722015969.826428,95,4,11,938,7,1722015969.826428,100,938,7,6,17,11,0,1722015969.826427,132,1722015969.826335,938,7,11,0,1931185666,1722015969.821398,36,4,11,938,7,1722015969.826428,100,938,7,6,17,11,0,1722015969.826427,132,1722015969.826335,938,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,467,1722015969.8321183,1722015969.8464417,1722015969.846409,128,468,1722015969.846406,128,1722015969.8464,131,1931185666,1722015969.8464,95,4,13,940,7,1722015969.8464,100,940,7,5,17,13,0,1722015969.8464,132,1722015969.846315,940,7,13,0,1931185666,1722015969.841397,36,4,13,940,7,1722015969.8464,100,940,7,5,17,13,0,1722015969.8464,132,1722015969.846315,940,7,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,468,1722015969.852251,1722015969.8665087,1722015969.866474,128,469,1722015969.866471,128,1722015969.866465,131,1931185666,1722015969.866465,95,4,14,942,7,1722015969.866464,100,942,7,5,17,14,0,1722015969.866464,132,1722015969.866374,942,7,14,0,1931185666,1722015969.861375,36,4,14,942,7,1722015969.866464,100,942,7,5,17,14,0,1722015969.866464,132,1722015969.866374,942,7,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,469,1722015969.8723845,1722015969.8914683,1722015969.89143,128,470,1722015969.891428,128,1722015969.891422,131,1931185666,1722015969.891422,95,4,1,944,17,1722015969.891422,100,944,17,5,17,1,0,1722015969.89142,132,1722015969.891337,944,17,1,0,1931185666,1722015969.886417,36,4,1,944,17,1722015969.891422,100,944,17,5,17,1,0,1722015969.89142,132,1722015969.891337,944,17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
